ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,latitude,longitude
1261,retained,31,26,176.0517881,864,0,0,4416.211736,2988.046335,23,22,iPhone,3.1476794416069267,101.67897232253956
13624,retained,11,9,11.84675932,2394,102,0,4795.031281,3140.118976,24,24,iPhone,3.136542886768281,101.65964234753449
6151,retained,85,72,93.46737935,1155,0,30,2579.296611,1809.421598,2,2,Android,3.123968318388708,101.70538745234558
14159,retained,171,137,311.5262471,2160,131,0,6295.456309,801.2083704,29,24,iPhone,3.1669755465009968,101.71012105058253
7087,retained,22,22,161.1041341,2385,0,88,6526.795951,4223.704837,12,10,iPhone,3.172385501944465,101.67101908636779
9819,retained,139,118,176.5972231,2254,38,0,5706.570024,4102.624265,24,16,Android,3.153068463591345,101.66940909965199
10130,retained,213,171,313.8022051,2352,0,9,1083.39329,790.847846,29,28,Android,3.132001862674225,101.72954976990233
14261,,346,286,366.5508175,2825,164,0,3067.938805,477.8185866,29,19,iPhone,3.1009181441516867,101.67971942997286
2589,retained,116,96,362.7893142,2988,7,108,566.1503012,400.5520184,12,12,Android,3.1647626105165827,101.72612618775089
4469,churned,166,133,200.6813197,44,160,0,3941.486092,2529.602347,2,0,iPhone,3.151711544069114,101.69427507983633
8772,retained,25,20,133.5207721,3119,223,7,4014.175906,2458.729612,28,21,Android,3.12424333604565,101.71296760544287
14478,churned,42,36,160.3539072,552,467,65,2695.682336,1126.651894,4,1,iPhone,3.150861500674538,101.67835449261118
3721,retained,80,64,145.592638,1929,227,0,1528.859013,138.5956402,7,2,iPhone,3.132505232905581,101.70494748725535
11853,retained,281,225,324.2301635,214,71,63,3194.597373,1526.398378,15,7,iPhone,3.134641775671433,101.71222108468234
2802,retained,70,58,107.3244447,689,252,22,8386.750471,1590.31857,31,26,iPhone,3.144916901104476,101.72532995642602
6421,retained,29,23,223.361122,1280,0,0,2034.700957,272.0437919,0,0,iPhone,3.1493719346891504,101.7405885356499
5792,retained,97,79,162.2490899,1797,250,63,5287.277113,3826.812783,11,6,Android,3.133199229122216,101.67621404202698
2684,retained,21,17,35.47047409,2344,55,50,1996.628805,287.5633044,31,22,iPhone,3.107674692658085,101.71370715507896
9901,,19,15,160.0471338,1027,14,46,3531.686332,2428.317942,5,5,iPhone,3.118654108046184,101.6783489941529
8816,retained,21,18,82.93673716,2330,221,17,2745.758476,336.0771109,15,11,Android,3.1195962472687997,101.7056089948724
3169,retained,16,13,290.1189249,2341,4,110,6153.683287,1028.358949,8,5,iPhone,3.1528168313971463,101.71925917388872
11744,retained,138,110,219.2218681,3169,67,0,1438.6853,891.1460807,8,8,iPhone,3.124149551148058,101.7118663688671
3463,retained,184,150,333.228918,1847,0,43,1847.852306,783.2830913,21,21,Android,3.145146726289625,101.708345488585
7969,retained,90,78,107.1308283,2198,20,0,3941.938466,916.7301462,7,1,iPhone,3.14126200156496,101.67432870774003
476,retained,163,131,253.8270297,2321,307,176,2583.069441,857.6569089,17,11,Android,3.1278343521397947,101.67296629830307
4639,retained,36,29,85.5926773,2926,7,0,9649.882616,3141.253996,28,24,Android,3.1346024207048333,101.66744996563301
4560,retained,16,13,186.8841968,3067,0,20,825.6852564,458.9809683,20,17,Android,3.183234607007924,101.6836288337045
13760,retained,335,268,356.8801858,1985,115,11,3916.548362,2960.756248,22,14,Android,3.1399729426382876,101.65882419629993
2009,retained,47,39,172.1205781,430,0,71,9647.438259,2592.311432,1,1,iPhone,3.174270750048847,101.65938567045058
12860,,78,63,227.392503,767,180,0,2311.576275,599.3547131,19,12,Android,3.1835594292907605,101.6668682305952
14941,,191,160,485.3282041,1287,25,0,6468.181924,3466.104564,14,14,iPhone,3.104110238830744,101.69012441331564
5504,retained,101,81,113.5236295,1718,234,69,3516.189909,1820.49548,7,7,Android,3.186987544134128,101.70042114110898
4705,retained,132,117,354.1748433,2579,0,77,1760.031295,1072.522785,16,16,iPhone,3.158058905214232,101.69245222645425
339,retained,0,0,0.2202109438,347,130,0,2520.850896,1539.318152,20,15,iPhone,3.1253986873749002,101.68548539011812
5958,retained,409,333,513.7111648,758,117,0,2177.692871,1018.832823,30,24,iPhone,3.13621423275541,101.68456823724739
13939,retained,21,17,48.58463566,1309,41,0,4025.670917,3202.154935,10,4,Android,3.1568996394467996,101.68413283041701
1683,retained,42,42,92.79607698,3183,11,61,1094.870317,821.4276292,18,12,iPhone,3.1472195233002833,101.69949345742164
7654,churned,104,84,135.4113967,1487,79,29,7269.647663,3541.774002,9,9,iPhone,3.1594601976843286,101.70459668011716
794,retained,39,34,110.8179124,37,176,0,5580.691934,3097.746446,10,9,iPhone,3.1615344727355725,101.67954238366835
7258,retained,6,5,80.37832824,1594,170,0,1318.527718,985.6262659,21,15,Android,3.1212200598323556,101.68012334272056
6802,retained,14,13,64.82062804,72,75,28,2692.285911,795.9870166,25,16,iPhone,3.1616413667809566,101.65948085636855
5786,retained,21,21,129.5738398,2475,131,0,2690.559111,1400.941885,19,11,Android,3.151270723545664,101.67855176237121
1034,churned,54,44,136.7655196,753,420,0,3385.023841,2077.863843,3,3,Android,3.1264991573079985,101.6813981655964
1454,retained,64,53,745.3196884,2129,0,0,1157.175127,881.8787903,0,0,iPhone,3.167986182457373,101.7068555952402
5015,retained,58,46,127.2063442,2992,0,95,3193.162943,1879.075454,15,15,Android,3.132184234475919,101.68656745155688
1534,retained,2,2,95.07707483,50,334,38,3678.554705,2328.345649,14,11,iPhone,3.152028961017422,101.63963443553745
8188,retained,7,6,110.6462936,487,73,38,1951.748876,1623.788386,13,13,Android,3.1350894843794124,101.67747477041357
14832,retained,36,30,100.3652542,2047,205,5,2044.04078,1488.034031,18,12,iPhone,3.1354505182317536,101.6939323866429
7482,retained,92,75,121.9143705,699,152,45,11914.57613,5945.631284,22,13,iPhone,3.1523722067078794,101.72177094781878
5221,retained,232,186,265.244536,3092,69,9,4669.115487,3746.480097,3,3,iPhone,3.1457697560420854,101.67424171227889
9770,retained,152,122,179.7079805,2396,52,36,4006.222636,2080.465663,10,3,Android,3.121149779495438,101.6972839396107
12351,retained,66,53,68.41188859,2200,15,7,3078.744676,2322.699814,23,16,iPhone,3.1224331086011143,101.71580966881133
168,retained,266,217,301.0848611,2476,0,44,3289.331979,974.2172746,29,26,Android,3.098363528873557,101.69301083882522
14017,retained,52,43,197.2549908,1493,0,32,7911.716466,6544.800257,29,20,Android,3.1744845144902913,101.69434024430201
1493,retained,58,47,429.1833158,1866,6,53,4244.995576,3223.000756,6,6,iPhone,3.093041749344285,101.68225213930018
12953,retained,49,40,51.1219957,1017,128,11,2090.12452,1475.482409,9,8,Android,3.157114441437358,101.7207263144778
8744,churned,8,8,10.4556913,2459,53,9,2428.833949,459.5908144,1,1,Android,3.150120314285161,101.67878992617125
2966,retained,123,99,363.5926573,2161,185,108,6216.785465,4118.853252,6,5,iPhone,3.122542771684837,101.6801110926617
434,retained,114,91,188.6746033,2743,177,73,7942.100673,1384.2743,6,4,Android,3.1389677465521095,101.6885612251482
14121,retained,37,30,215.6408797,1753,43,122,10377.00557,4731.50713,5,5,Android,3.1012127559058555,101.71789534906057
7556,retained,67,54,98.85825907,2564,0,0,4458.78881,3081.397547,25,25,iPhone,3.15656745939377,101.70904517099862
3485,retained,3,3,169.173923,603,14,24,3215.010156,468.2211297,7,7,iPhone,3.125695156845007,101.66545723428736
8776,retained,21,17,56.11670735,1327,49,21,3426.926275,694.0827733,15,11,iPhone,3.1277701148354167,101.67625687554603
13899,retained,16,13,72.01886829,1400,12,0,3438.303637,815.8276377,27,23,Android,3.140349457788799,101.70603710404096
10072,retained,32,32,172.4091175,1213,59,99,2234.429497,299.5006764,5,3,iPhone,3.135352763956808,101.68046512044502
4902,retained,19,16,21.57046483,3143,0,36,1355.676826,687.5194022,24,19,Android,3.1454491791561,101.71230976935388
6188,retained,80,67,99.37341258,32,25,90,5576.514871,4405.47342,5,1,iPhone,3.1465164065147686,101.64362679499087
8948,retained,46,38,235.5256195,2674,0,48,4433.274679,1247.963953,17,10,iPhone,3.148174728958429,101.70364248662432
8369,retained,107,85,183.6947668,1746,41,21,7285.943559,5110.243978,17,13,iPhone,3.1421178125676317,101.7107749625318
5384,churned,170,157,564.6773239,799,0,0,6006.271083,1002.284146,20,13,iPhone,3.1098368441728477,101.68225918637339
3154,retained,168,134,192.754132,3058,0,37,2188.578176,170.6766682,23,15,iPhone,3.17915563435626,101.68706990034752
925,retained,126,101,201.6250668,1114,156,0,6231.320624,2158.497956,22,21,iPhone,3.1401734120673925,101.70413775351481
10930,retained,10,10,102.9711375,460,152,21,4639.707782,1750.260674,29,20,Android,3.1198881579272144,101.67394095298191
9780,retained,57,46,71.78658552,2869,0,33,2224.594664,875.8253303,16,15,iPhone,3.121047500483766,101.66316951955149
7780,retained,92,77,125.0270298,168,0,106,3682.370561,745.506242,21,16,Android,3.1269920122062786,101.67093969239478
12824,retained,258,209,277.8684188,2713,29,30,7173.006952,1393.64838,17,17,iPhone,3.145826167947877,101.6815597025966
7981,retained,177,142,188.3117702,307,0,0,7402.788031,1314.704165,20,16,iPhone,3.1581884711412367,101.65932100544909
1107,churned,38,31,113.5826413,532,294,2,5304.531319,3443.435528,28,20,iPhone,3.1409457745707856,101.68975406151723
1053,churned,19,15,249.5810385,2177,0,81,3104.478634,507.3887604,7,1,iPhone,3.1515929602685975,101.69244961064688
5225,retained,0,0,192.2442646,3305,51,0,3707.408029,2282.905837,18,18,Android,3.1638651010709413,101.65491924205833
12417,retained,123,105,391.8433294,3057,80,149,4369.64294,1498.679946,15,8,iPhone,3.1365016506465206,101.70932678281324
10266,retained,251,209,290.9192403,1794,27,48,5555.19304,1594.177822,14,9,iPhone,3.115101243480988,101.71114718934925
10895,retained,4,4,4.380068223,2298,194,0,3224.120203,605.1277819,9,5,Android,3.1309126038111916,101.66449247549704
1022,retained,43,35,357.581302,1608,299,29,2349.223105,349.4240338,23,17,iPhone,3.1483671584592745,101.67558743126102
14700,,5,5,30.81442017,3235,3,99,5639.909807,3019.328977,22,17,iPhone,3.097959420787668,101.67479594283569
10672,retained,27,21,46.55232984,2168,16,53,2519.713629,1140.315145,6,1,Android,3.138601599950443,101.66582814970559
5459,churned,219,177,645.5696562,1340,28,75,11713.81012,7019.670997,10,8,iPhone,3.142626473424738,101.69899051687217
5023,churned,216,183,267.124868,3456,0,0,10106.40806,1096.964305,5,2,Android,3.12155862451065,101.6929717975432
8602,retained,105,84,251.2250274,1440,615,95,3591.408055,1253.62738,1,1,iPhone,3.1506322550251813,101.66395239516959
6075,churned,159,158,234.9251337,1193,52,0,2974.100705,638.8541055,17,12,iPhone,3.143279857862475,101.6798844485085
2512,churned,51,42,102.1388049,395,45,81,1115.136705,892.1337014,7,4,iPhone,3.1525101935098503,101.69443776408757
6632,retained,118,96,441.3562784,1445,0,0,2219.350067,1383.779997,29,21,iPhone,3.1447098840657266,101.68851774238419
9755,retained,33,27,83.06191341,2076,0,0,5697.238249,2366.314808,28,22,iPhone,3.087051309675625,101.69970545850425
2201,churned,74,64,75.06846715,526,46,0,8903.461339,2336.822546,7,7,iPhone,3.1543445092729914,101.72640313177959
10845,retained,120,96,269.529976,423,0,0,5616.917822,1753.285317,5,4,Android,3.127909307953407,101.67370953093342
3341,retained,94,92,198.1640652,2579,48,56,1526.65894,336.8820838,15,13,iPhone,3.156846593067943,101.69763784768617
10844,retained,18,15,145.9694344,635,2,2,579.0397539,279.9568802,20,20,iPhone,3.15753000970623,101.69202263886562
5524,retained,16,16,267.1360099,3433,132,0,2089.621147,700.3394489,6,6,Android,3.125135783449343,101.68102183201047
4671,churned,15,12,25.30988064,386,27,38,8787.020043,667.1950494,16,16,iPhone,3.1540380845330627,101.72279463217762
13146,retained,45,36,232.0777213,2956,14,0,2598.707173,1850.516122,5,0,iPhone,3.1472687392692156,101.68579457132896
6032,retained,38,34,540.6297633,922,0,0,5666.225562,2404.829879,26,17,Android,3.1532462186534094,101.68519421743723
468,retained,118,95,161.6016116,2216,508,0,4140.883871,2203.433732,1,0,iPhone,3.1385859799376625,101.68946825790219
10189,retained,119,95,336.0537418,1701,8,0,6563.868413,2168.005843,19,16,Android,3.1056968569585144,101.6688502317432
6927,retained,67,54,98.35090193,3443,576,4,6579.151369,2451.512499,21,14,Android,3.102530071335704,101.66097461287364
11102,retained,0,0,43.08462844,2900,113,4,11370.59288,4320.575056,3,2,iPhone,3.1502337758473207,101.68524950755904
7443,retained,40,40,42.92330027,19,271,0,2940.38294,1418.783144,19,11,iPhone,3.170078563272697,101.68074947129726
14411,retained,0,0,472.0787853,1746,126,0,3148.136679,1685.365455,20,18,Android,3.1283591478541886,101.69477337221733
14290,retained,20,18,48.1435366,14,0,31,5405.099395,2671.166061,14,9,Android,3.178093905674345,101.67840682450571
5922,,116,94,381.5290315,3291,409,0,4865.272796,4041.568458,13,10,Android,3.161447798844412,101.7250826507477
11733,retained,120,96,418.0787791,247,0,0,5995.182408,1393.569955,9,8,iPhone,3.1326385938857624,101.67386643119772
6595,retained,4,4,317.0534522,2886,354,55,2231.558223,914.8421615,24,23,iPhone,3.1276610023357914,101.67301409139584
3478,,102,82,201.6758188,802,109,160,2267.518453,266.3672331,29,21,iPhone,3.132733181813057,101.69081814990008
11654,retained,50,41,58.2915913,3125,583,0,6284.661528,2803.687177,14,11,iPhone,3.1282086353009846,101.68927491500858
5790,churned,81,65,131.3715482,1287,364,0,949.7440283,209.6643584,2,2,iPhone,3.1425602105185177,101.69037811312101
7884,retained,70,59,455.5511778,310,484,49,5159.793606,2235.758798,21,16,iPhone,3.121401587949898,101.71274468349104
7963,retained,108,87,176.4420315,2843,2,39,7082.489796,1401.240072,4,4,iPhone,3.11725317130151,101.66354794408595
3465,churned,258,207,288.5354763,1680,0,1,14580.54807,4785.298528,8,8,Android,3.1241866552670174,101.68686882259544
12599,churned,78,63,301.8990643,2382,58,28,5170.740049,2270.171854,1,1,Android,3.136025821995627,101.67863406024097
518,retained,132,106,152.7715264,3216,217,72,2415.919499,746.3105173,15,8,iPhone,3.118444521641723,101.68942358319346
439,retained,19,15,19.02396794,1052,126,4,1779.367777,676.1205088,25,15,Android,3.1158871697075434,101.6402132836128
2861,retained,94,86,227.2543112,1664,169,0,6882.700497,2851.827697,15,11,Android,3.1460701603853294,101.66955477764193
11143,retained,2,2,3.274785093,3206,0,39,4027.027844,1274.41973,7,7,iPhone,3.13316042880829,101.68706424353856
11491,retained,52,52,226.5845864,847,140,0,3462.515196,1151.384053,16,12,iPhone,3.1189206098600635,101.67766263489595
12023,retained,113,91,128.087355,831,426,42,4473.716306,3614.448947,25,25,Android,3.1131984381578044,101.68964867042894
5396,churned,100,99,160.2041353,236,90,0,1974.544836,400.723296,10,6,iPhone,3.141004504591391,101.70310751493261
3800,retained,31,27,46.66222115,2856,111,51,2501.59518,543.7834351,17,17,Android,3.1942869703223424,101.66138484859833
5928,retained,130,112,467.5941639,1213,13,40,12097.84732,3433.659602,18,18,Android,3.1795910957684224,101.7001807977983
11489,retained,133,107,388.9257194,2335,106,84,4563.834916,427.3357914,22,17,iPhone,3.1273738522332004,101.71671390879796
12082,retained,13,13,108.2779864,524,91,14,7838.277334,6484.98625,30,19,iPhone,3.133692528377423,101.66134733161402
2380,retained,52,49,108.2610101,2098,67,0,2123.228938,313.2935618,28,23,iPhone,3.1177093315927658,101.68272392353501
27,churned,5,5,215.8764605,2465,412,0,925.0304742,490.5346749,16,8,iPhone,3.1437469623897902,101.67181313618472
3233,retained,77,62,100.7721753,983,0,0,5022.360562,1350.743888,3,3,Android,3.1337706287491813,101.69809464078357
9751,retained,292,239,357.6938013,3500,71,23,1953.377531,518.563374,7,5,iPhone,3.172360568770898,101.67419615746685
902,retained,132,111,248.0989268,2685,222,111,2538.148044,618.5963065,15,15,iPhone,3.1439458810697363,101.64193809614457
13514,retained,1,1,129.9263572,2571,134,23,7595.905685,5719.169461,22,16,iPhone,3.1145111386950544,101.70358583964386
4850,retained,20,16,445.4889036,1440,7,44,5253.379435,2048.779867,10,10,iPhone,3.119913359740264,101.70327337836258
14752,retained,231,185,276.7742305,1929,152,28,2987.764484,1687.955163,20,16,Android,3.128359962490003,101.6848723285897
2608,retained,7,6,24.7070386,952,97,0,7816.078449,4309.397294,18,18,Android,3.1213856993778606,101.73729927102559
14993,,67,57,97.57007436,1131,207,102,2267.052913,318.1206345,27,26,iPhone,3.1325291691988313,101.70612079349752
4817,retained,144,115,387.0865024,2403,0,0,8918.187728,1438.288534,28,25,Android,3.1580806807744577,101.66814940884004
5286,retained,19,16,58.62104226,487,223,215,2700.901828,593.2566313,15,12,Android,3.128396406336485,101.70543430554072
2531,retained,15,14,34.90802427,3377,136,83,4470.084082,1156.507564,16,16,iPhone,3.1144827245739233,101.66526924596543
8138,retained,66,54,139.2335289,2944,0,84,3722.965277,1891.123775,5,0,iPhone,3.1173614526940736,101.6781444379103
11646,churned,20,20,325.6771504,2889,23,14,3187.994302,2069.751713,2,0,iPhone,3.168582324059738,101.69589187453569
2109,retained,100,80,152.3341545,2884,86,0,1506.826053,516.6720635,15,10,Android,3.1143568395050387,101.68489504820202
11412,retained,17,17,64.48817686,858,4,8,2195.437165,1140.024795,14,14,iPhone,3.147996363124638,101.66820917958462
5576,retained,30,30,32.1243101,399,36,9,4992.063355,3947.106499,11,11,Android,3.1410753649934398,101.69240625991516
2344,retained,26,21,54.16647282,1642,47,137,3059.811129,2028.433454,15,7,iPhone,3.1520186324499986,101.6874641284748
10504,retained,24,20,35.54405293,980,0,0,3618.073237,231.7488392,22,18,Android,3.1466719576236684,101.70017308949322
4842,churned,7,7,104.7185516,16,22,0,5610.834409,2967.719132,3,0,iPhone,3.1420159778126817,101.65100469597564
11189,retained,14,11,102.3598496,2592,131,59,6372.262302,676.2347998,4,0,Android,3.147200012310408,101.67719410580739
3660,retained,120,120,168.0678666,2094,69,105,1940.195714,549.3597437,17,13,iPhone,3.1146927803478595,101.66669238989573
2412,retained,47,39,232.405996,2723,0,82,2095.163693,303.1268448,11,11,iPhone,3.1612739135677,101.7010138606258
12925,churned,4,3,5.124338502,949,432,0,5012.274773,1107.952329,14,13,Android,3.1464678013421494,101.70386887207101
1061,retained,114,92,607.7491762,562,0,7,6175.993816,2471.895913,17,9,iPhone,3.1481694513839775,101.66990832218943
4609,retained,3,3,14.06811804,1542,43,0,2734.015027,2184.610261,23,22,Android,3.1448593058772616,101.66405721990745
2715,retained,166,136,175.9672828,1100,104,0,5403.062689,2904.256395,9,8,iPhone,3.154040683183937,101.69898934849522
12250,retained,35,28,395.9327097,395,45,31,3362.687471,1883.398474,6,1,iPhone,3.146634479801909,101.68522289727946
7809,retained,129,109,216.2856511,2106,78,4,4621.909528,499.9715119,13,10,Android,3.125058102984746,101.6759028184324
5382,churned,22,18,302.1024069,575,208,0,3736.104756,693.2483469,6,6,iPhone,3.107637628202384,101.67192783331627
12131,retained,11,11,204.5105415,2922,47,30,5637.631252,3418.640159,25,20,iPhone,3.175207552302765,101.68975561956492
13185,churned,26,21,50.855598,2127,179,29,3618.326308,2679.571862,11,9,iPhone,3.143984997640869,101.70598617192081
11987,retained,5,5,92.34014473,681,0,0,2235.77304,424.6382836,13,13,iPhone,3.1765292922260944,101.68499062665373
3393,retained,106,87,110.4594334,1253,135,39,7675.716775,541.6476056,1,0,Android,3.131545793907605,101.68986901215202
9294,churned,5,4,228.4404433,172,66,40,3079.407435,1639.150315,3,3,Android,3.1576713481721117,101.66393701023638
5219,,44,37,49.87196484,3169,34,24,4012.107288,2380.48922,8,4,Android,3.1648300881126805,101.68366041632088
13817,retained,61,49,82.39769908,231,220,0,10500.12763,6604.423331,14,14,iPhone,3.1523464503796865,101.67974862656332
11509,retained,48,39,100.0601186,1372,15,0,3277.460025,2462.675356,21,18,iPhone,3.145789700942452,101.69091445498083
8446,retained,72,60,219.2627433,2817,0,0,4510.307785,1502.64054,31,24,Android,3.1146734510834584,101.67156570162427
14718,retained,91,73,138.8785828,997,105,48,4428.954172,3501.188247,17,11,Android,3.1239794079317735,101.69129511614457
10012,retained,140,112,385.3535028,1546,59,0,3273.499636,1721.71127,4,1,Android,3.1659202764585266,101.6489858161891
3859,retained,101,85,105.8837985,2585,228,54,2584.6438,182.3430045,4,2,iPhone,3.1982256739390267,101.71628487918838
6023,churned,195,158,454.5601223,527,170,0,4204.632343,3454.699983,27,20,Android,3.113073100317265,101.69610826767165
8419,retained,7,7,84.6881946,2999,220,0,2058.931566,458.5850201,10,8,iPhone,3.1896104937824052,101.66376715392069
8487,retained,133,107,239.2176932,1849,85,6,3628.156425,793.0856164,28,18,iPhone,3.1140789244965914,101.680828344319
2012,retained,73,63,185.0096763,3074,45,43,6594.250944,2281.972618,6,4,iPhone,3.126043030948989,101.72640672477237
14270,,174,162,234.0212751,137,0,0,1039.957792,481.5278275,3,0,Android,3.127258960697549,101.70641077936186
12545,retained,305,248,329.3691911,23,214,5,4884.56037,1682.5065,10,10,iPhone,3.1286779712205637,101.67222443136814
123,retained,31,25,130.3460437,3251,67,29,7712.174513,972.9860613,19,12,Android,3.1406249415247958,101.67889484354994
14965,retained,32,26,58.28083998,2155,410,0,2475.485727,1465.228448,29,22,Android,3.1389950164916365,101.71061172023806
10656,retained,14,12,101.3414122,2807,33,2,1169.523421,699.7478198,18,12,Android,3.13838854431315,101.71690119238103
2932,retained,49,40,228.0362543,1211,122,0,4047.73876,1906.550783,2,2,iPhone,3.1521705192486116,101.68162775866372
13048,retained,5,5,90.158582,936,50,0,1996.520112,1434.177491,23,21,Android,3.1483411870914173,101.67963338218229
8634,retained,6,5,63.72160311,450,9,8,4608.03972,1876.266175,30,29,Android,3.1243755086189764,101.7050429863533
8121,retained,15,12,34.7232637,116,154,20,6679.517138,3675.2573,9,5,iPhone,3.146878736279905,101.69566108604444
273,retained,57,45,298.4321171,2962,0,13,6933.874574,2058.162246,7,7,Android,3.1452241518834554,101.71466593049601
11949,retained,15,13,30.39954283,433,38,63,7532.309081,1099.449412,12,5,iPhone,3.1341994430672937,101.66355631167991
3038,retained,22,18,31.99277687,2042,317,32,4104.47303,3083.965884,2,2,iPhone,3.1041064995175356,101.691704738483
3646,,29,26,40.53827672,2488,27,0,4031.971327,1827.484678,22,22,iPhone,3.1513863461919915,101.65867856146919
2629,retained,2,2,151.7307976,2745,91,0,5711.371932,3203.334827,1,1,iPhone,3.1145453349172447,101.69662462836703
11864,retained,4,4,61.68890648,509,341,0,2998.870143,1483.472351,28,25,iPhone,3.1490878775249205,101.71270162314087
4533,churned,103,83,139.7532807,2018,148,0,5165.741769,762.6900864,3,3,iPhone,3.130243076417746,101.69268920240282
13145,retained,34,28,43.44798485,3469,225,5,1427.143169,891.2317444,18,18,iPhone,3.168055722674521,101.68102635769921
2609,retained,116,95,229.8870514,1662,64,0,3686.400316,1222.109071,18,13,Android,3.1495774877104528,101.66058697603029
8247,retained,165,134,436.352246,898,0,14,2117.168957,910.1480883,23,14,iPhone,3.1412153525785595,101.64964479681203
9657,retained,109,87,377.6607567,3148,8,7,8617.560197,5820.523639,7,7,iPhone,3.1706036733254894,101.65472595474003
9025,churned,17,14,187.6381126,1948,303,0,5836.838614,1410.018676,18,10,iPhone,3.131985447781084,101.68714981493767
5270,retained,32,30,103.9484534,1823,103,65,4580.38117,3288.034306,29,25,iPhone,3.1447967991411416,101.71293814761692
9992,churned,62,50,198.2857021,1234,0,96,7200.223956,5340.893016,12,12,iPhone,3.143141314482821,101.64607462412134
3187,retained,79,63,243.5289643,3083,156,0,2926.523982,1675.386287,30,28,iPhone,3.148183770457832,101.64401660452495
6162,churned,14,11,367.8204419,807,52,24,6143.052305,2051.357165,4,4,iPhone,3.130955191025418,101.673331805115
10305,churned,14,14,203.8322444,2687,97,35,3815.316125,794.1429922,1,0,iPhone,3.1281748085253778,101.66674335895303
5667,retained,127,102,150.0131779,1998,71,37,1617.236924,1140.97377,13,11,iPhone,3.1167541368840714,101.68753752202419
13874,churned,476,382,557.930174,55,63,18,958.8718732,489.3915111,2,0,iPhone,3.1197262054876367,101.69842973153476
11175,retained,46,37,123.5885348,2869,66,0,3178.832366,146.4152306,13,7,iPhone,3.1451480618668377,101.67803281555275
12928,churned,58,47,153.3164764,2555,0,0,3991.418947,1515.105643,7,7,iPhone,3.168338902134889,101.63784938782553
8749,retained,44,36,138.1797101,2678,78,0,1463.411931,811.1918683,27,18,iPhone,3.136780289314578,101.66249247981457
2753,churned,17,15,224.0099074,1617,330,2,1257.860995,452.7915365,12,8,iPhone,3.1167687531502346,101.65453394626103
19,retained,106,98,170.9254705,87,0,6,8566.541401,2534.595126,22,20,iPhone,3.124554918552074,101.67725976163747
9673,churned,41,34,47.6745613,659,47,60,1876.58678,606.719488,7,1,iPhone,3.139480721565726,101.71936952809712
9090,retained,216,173,232.4471527,2840,0,201,2234.385092,97.51209593,25,21,iPhone,3.1027855738966594,101.68801730642888
8678,retained,5,5,49.16888047,2900,390,0,3114.274323,950.5422911,12,5,iPhone,3.1288371095902714,101.67806196312004
13865,churned,62,49,245.663484,314,190,22,11987.11148,7297.257008,9,7,iPhone,3.1399779170139306,101.6511717770761
2360,churned,1,1,74.93453989,207,225,22,5414.417294,2861.749041,2,0,Android,3.1631687200194287,101.66796746494886
6141,retained,71,57,128.3081195,2576,360,0,3328.035629,1222.230218,7,2,iPhone,3.134468714486441,101.684718661642
6205,retained,172,138,181.3758453,2122,0,10,3157.47941,525.567911,29,26,Android,3.147674323397527,101.71763534657566
8753,retained,151,121,277.8257495,1694,171,79,3944.719952,513.5603853,8,3,iPhone,3.150645502194514,101.68010621975066
14997,churned,149,120,180.5241837,3150,45,0,4051.758549,254.1877633,6,6,iPhone,3.107316088992469,101.67217998821441
1803,retained,9,9,26.14684605,3341,0,0,2279.179988,1696.556325,30,24,Android,3.161678851072783,101.68421159331484
9081,retained,140,118,278.568198,3034,247,0,2089.269468,399.2045674,0,0,Android,3.181300097671316,101.72260627691666
907,churned,22,20,43.66857251,790,554,12,4151.42249,1569.263115,3,1,iPhone,3.133153657084618,101.67860843531398
9237,churned,317,273,351.0051031,468,0,0,2859.131839,610.1253503,5,5,Android,3.1607886559644403,101.67786821532944
4754,retained,15,13,41.08488688,1862,0,8,9071.643548,1923.366464,11,9,iPhone,3.1334435899698105,101.68733162965964
12782,retained,32,26,127.039689,203,0,0,5055.670293,3547.327396,17,11,Android,3.1324281909121257,101.72101375621733
11297,retained,34,28,94.49416063,312,9,66,3892.546228,2353.257761,27,23,Android,3.149000964828914,101.7174423300996
2085,retained,45,37,218.0842758,196,0,11,6030.96324,4218.07805,19,11,Android,3.1386182249952808,101.69367485316873
11643,retained,211,171,228.891154,1977,21,20,3490.489987,398.0021912,25,19,Android,3.1738767180258183,101.6791314776969
9266,retained,206,165,432.8005443,741,27,0,1175.093798,944.0372337,28,22,iPhone,3.1421636700169437,101.70515117476656
2215,retained,7,6,74.15300541,1119,67,28,5204.205474,4305.644889,0,0,iPhone,3.141724463247533,101.71544644570355
1575,retained,8,8,11.9082286,1078,343,2,4868.380555,2230.745918,22,16,Android,3.145617057565255,101.68158301173827
4772,retained,295,242,335.3942981,1372,445,0,3655.168753,2606.387336,24,19,iPhone,3.0981917826970324,101.71591591390585
9404,retained,75,63,277.4825901,997,0,137,4595.664692,3824.902337,23,14,Android,3.170387318913772,101.6914117963784
10302,churned,248,199,391.2504749,157,141,85,3002.569874,2102.588029,15,12,iPhone,3.137359350009091,101.66350975605437
8408,retained,13,11,74.09384377,3438,170,0,1276.337125,237.5799282,26,16,Android,3.1242006432020215,101.68265330398829
14762,retained,56,48,231.495161,2391,92,0,3894.464634,1303.401269,27,19,iPhone,3.13054937381032,101.67311027560001
